date,avg_price,min_price,max_price
9/16/2022,7.21,5.97,9.69
9/20/2022,7.21,5.97,9.69
9/21/2022,6.9,5.97,9.69
9/22/2022,5.9325,2.1,9.69
9/23/2022,6.204,2.1,11.88
9/26/2022,4.68,2.1,5.97
9/27/2022,7.83,5.97,9.69
9/28/2022,5.97,5.97,5.97
9/29/2022,6.318,4.98,9.69
9/30/2022,7.335,5.97,9.69
10/4/2022,4.56,2.1,7.02
10/5/2022,5.0025,2.1,5.97
10/6/2022,5.97,5.97,5.97
10/7/2022,2.1,2.1,2.1
10/10/2022,7.21,5.97,9.69
10/12/2022,5.97,5.97,5.97
10/13/2022,7.21,5.97,9.69
10/14/2022,5.97,5.97,5.97
10/17/2022,5.97,5.97,5.97
10/18/2022,6.2,5.97,6.66
10/19/2022,5.97,5.97,5.97
10/20/2022,7.83,5.97,9.69
10/21/2022,7.896,5.97,11.88
10/25/2022,5.97,5.97,5.97
10/26/2022,5.97,5.97,5.97
10/27/2022,7.83,5.97,9.69
10/28/2022,9.015,5.97,12.06
11/1/2022,5.97,5.97,5.97
11/2/2022,5.97,5.97,5.97
11/3/2022,9.69,9.69,9.69
11/4/2022,5.97,5.97,5.97
11/8/2022,5.97,5.97,5.97
11/9/2022,5.97,5.97,5.97
11/10/2022,7.21,5.97,9.69
11/11/2022,6.714,5.97,9.69
11/14/2022,5.97,5.97,5.97
11/15/2022,7.21,5.97,9.69
11/16/2022,9.69,9.69,9.69
11/17/2022,5.97,5.97,5.97
11/18/2022,5.97,5.97,5.97
